 100
 80 120 
 3 35 196 
 3 36 200 
 3 37 209 
 3 38 202 
 3 39 199 
 3 40 197 
 3 41 191 
 3 42 201 
 3 43 201 
 3 44 197 
 3 45 202 
 3 46 200 
 3 47 208 
 3 48 210 
 3 49 193 
 3 50 203 
 3 51 191 
 3 52 196 
 3 53 202 
 3 54 196 
 3 55 204 
 3 56 203 
 3 57 198 
 3 58 196 
 3 59 199 
 3 60 193 
 3 61 204 
 3 62 188 
 3 63 190 
 3 64 199 
 3 65 211 
 3 66 200 
 3 67 200 
 3 68 201 
 3 69 196 
 3 70 213 
 3 71 198 
 3 72 195 
 3 73 192 
 3 74 198 
 3 75 196 
 3 76 209 
 3 77 204 
 3 78 206 
 3 79 196 
 3 80 200 
 4 5 294 
 4 6 293 
 4 7 301 
 4 8 296 
 4 9 295 
 4 10 303 
 4 11 297 
 4 12 296 
 4 13 301 
 4 14 300 
 4 15 302 
 4 16 308 
 4 17 289 
 4 18 296 
 4 19 307 
 4 20 301 
 4 21 196 
 4 22 197 
 4 23 194 
 4 24 198 
 4 25 206 
 4 26 196 
 4 27 200 
 4 28 196 
 4 29 197 
 4 30 204 
 4 31 205 
 4 32 204 
 4 33 200 
 4 34 205 
 4 35 200 
 4 36 201 
 4 37 192 
 4 38 190 
 4 39 204 
 4 40 206 
 4 41 202 
 4 42 193 
 4 43 195 
 4 44 195 
 4 45 196 
 4 46 196 
 4 47 201 
 4 48 199 
 4 49 197 
 4 50 206 
 4 51 206 
 4 52 197 
 4 53 206 
 4 54 197 
 4 55 194 
 4 56 203 
 4 57 197 
 4 58 195 
 4 59 205 
 4 60 201 
 4 61 203 
 4 62 198 
 4 63 196 
 4 64 203 
 4 65 198 
 4 66 199 
 4 67 213 
 4 68 202 
 4 69 199 
 4 70 198 
 4 71 203 
 4 72 203 
 4 73 199 
 4 74 193 
 4 75 206 
 4 76 192 
 4 77 198 
 4 78 198 
 4 79 193 
 4 80 199 
 5 6 307 
 5 7 304 
 5 8 300 
 5 9 296 
 5 10 306 
 5 11 294 
 5 12 294 
 5 13 296 
 5 14 298 
 5 15 296 
 5 16 300 
 5 17 296 
 5 18 300 
 5 19 300 
 5 20 298 
 5 21 204 
 5 22 195 
 5 23 200 
 5 24 201 
 5 25 208 
 5 26 206 
 5 27 202 
 5 28 187 
 5 29 201 
 5 30 210 
 5 31 203 
 5 32 199 
 5 33 201 
 5 34 202 
 5 35 197 
 5 36 192 
 5 37 205 
 5 38 197 
 5 39 203 
 5 40 200 
 5 41 191 
 5 42 198 
 5 43 209 
 5 44 202 
 5 45 201 
 5 46 190 
 5 47 218 
 5 48 195 
 5 49 199 
 5 50 200 
 5 51 208 
 5 52 199 
 5 53 209 
 5 54 203 
 5 55 197 
 5 56 199 
 5 57 190 
 5 58 197 
 5 59 201 
 5 60 201 
 5 61 196 
 5 62 204 
 5 63 204 
 5 64 194 
 5 65 197 
 5 66 195 
 5 67 198 
 5 68 203 
 5 69 205 
 5 70 196 
 5 71 199 
 5 72 196 
 5 73 199 
 5 74 201 
 5 75 188 
 5 76 202 
 5 77 199 
 5 78 201 
 5 79 199 
 5 80 192 
 6 7 308 
 6 8 297 
 6 9 284 
 6 10 294 
 6 11 296 
 6 12 291 
 6 13 298 
 6 14 298 
 6 15 298 
 6 16 303 
 6 17 301 
 6 18 299 
 6 19 295 
 6 20 299 
 6 21 190 
 6 22 199 
 6 23 202 
 6 24 198 
 6 25 203 
 6 26 200 
 6 27 205 
 6 28 200 
 6 29 189 
 6 30 197 
 6 31 193 
 6 32 200 
 6 33 195 
 6 34 199 
 6 35 198 
 6 36 197 
 6 37 203 
 6 38 208 
 6 39 192 
 6 40 200 
 6 41 202 
 6 42 192 
 6 43 203 
 6 44 212 
 6 45 204 
 6 46 204 
 6 47 197 
 6 48 197 
 6 49 202 
 6 50 207 
 6 51 201 
 6 52 189 
 6 53 195 
 6 54 191 
 6 55 195 
 6 56 194 
 6 57 205 
 6 58 202 
 6 59 206 
 6 60 198 
 6 61 193 
 6 62 195 
 6 63 202 
 6 64 199 
 6 65 195 
 6 66 204 
 6 67 199 
 6 68 211 
 6 69 207 
 6 70 200 
 6 71 200 
 6 72 199 
 6 73 200 
 6 74 191 
 6 75 209 
 6 76 195 
 6 77 197 
 6 78 207 
 6 79 192 
 6 80 195 
 7 8 302 
 7 9 298 
 7 10 295 
 7 11 302 
 7 12 300 
 7 13 297 
 7 14 299 
 7 15 299 
 7 16 298 
 7 17 294 
 7 18 308 
 7 19 310 
 7 20 302 
 7 21 202 
 7 22 198 
 7 23 194 
 7 24 199 
 7 25 197 
 7 26 204 
 7 27 200 
 7 28 195 
 7 29 195 
 7 30 200 
 7 31 210 
 7 32 205 
 7 33 201 
 7 34 202 
 7 35 211 
 7 36 196 
 7 37 200 
 7 38 199 
 7 39 206 
 7 40 205 
 7 41 204 
 7 42 200 
 7 43 194 
 7 44 194 
 7 45 200 
 7 46 197 
 7 47 192 
 7 48 206 
 7 49 197 
 7 50 199 
 7 51 206 
 7 52 194 
 7 53 204 
 7 54 197 
 7 55 198 
 7 56 196 
 7 57 202 
 7 58 203 
 7 59 205 
 7 60 194 
 7 61 196 
 7 62 206 
 7 63 208 
 7 64 200 
 7 65 188 
 7 66 197 
 7 67 192 
 7 68 199 
 7 69 195 
 7 70 194 
 7 71 197 
 7 72 198 
 7 73 197 
 7 74 192 
 7 75 208 
 7 76 198 
 7 77 199 
 7 78 197 
 7 79 203 
 7 80 200 
 8 9 303 
 8 10 296 
 8 11 295 
 8 12 301 
 8 13 306 
 8 14 301 
 8 15 300 
 8 16 299 
 8 17 300 
 8 18 301 
 8 19 301 
 8 20 308 
 8 21 196 
 8 22 201 
 8 23 200 
 8 24 200 
 8 25 195 
 8 26 200 
 8 27 200 
 8 28 196 
 8 29 195 
 8 30 204 
 8 31 192 
 8 32 193 
 8 33 205 
 8 34 198 
 8 35 212 
 8 36 195 
 8 37 200 
 8 38 194 
 8 39 193 
 8 40 196 
 8 41 200 
 8 42 199 
 8 43 199 
 8 44 201 
 8 45 192 
 8 46 196 
 8 47 203 
 8 48 195 
 8 49 203 
 8 50 198 
 8 51 195 
 8 52 197 
 8 53 198 
 8 54 202 
 8 55 198 
 8 56 203 
 8 57 204 
 8 58 190 
 8 59 200 
 8 60 198 
 8 61 195 
 8 62 199 
 8 63 196 
 8 64 204 
 8 65 209 
 8 66 182 
 8 67 203 
 8 68 206 
 8 69 197 
 8 70 201 
 8 71 192 
 8 72 200 
 8 73 196 
 8 74 197 
 8 75 202 
 8 76 204 
 8 77 199 
 8 78 201 
 8 79 196 
 8 80 203 
 9 10 300 
 9 11 297 
 9 12 306 
 9 13 302 
 9 14 300 
 9 15 296 
 9 16 293 
 9 17 301 
 9 18 298 
 9 19 305 
 9 20 289 
 9 21 204 
 9 22 195 
 9 23 204 
 9 24 195 
 9 25 198 
 9 26 195 
 9 27 197 
 9 28 194 
 9 29 196 
 9 30 205 
 9 31 183 
 9 32 192 
 9 33 197 
 9 34 201 
 9 35 199 
 9 36 207 
 9 37 199 
 9 38 196 
 9 39 192 
 9 40 192 
 9 41 200 
 9 42 195 
 9 43 204 
 9 44 194 
 9 45 185 
 9 46 200 
 9 47 200 
 9 48 197 
 9 49 204 
 9 50 191 
 9 51 200 
 9 52 205 
 9 53 201 
 9 54 195 
 9 55 201 
 9 56 200 
 9 57 198 
 9 58 200 
 9 59 203 
 9 60 205 
 9 61 197 
 9 62 204 
 9 63 204 
 9 64 204 
 9 65 200 
 9 66 211 
 9 67 191 
 9 68 201 
 9 69 194 
 9 70 200 
 9 71 197 
 9 72 203 
 9 73 189 
 9 74 191 
 9 75 196 
 9 76 195 
 9 77 198 
 9 78 213 
 9 79 202 
 9 80 203 
 10 11 301 
 10 12 303 
 10 13 296 
 10 14 299 
 10 15 301 
 10 16 308 
 10 17 291 
 10 18 299 
 10 19 300 
 10 20 296 
 10 21 200 
 10 22 205 
 10 23 195 
 10 24 203 
 10 25 193 
 10 26 197 
 10 27 198 
 10 28 196 
 10 29 208 
 10 30 198 
 10 31 196 
 10 32 194 
 10 33 205 
 10 34 200 
 10 35 191 
 10 36 199 
 10 37 206 
 10 38 202 
 10 39 207 
 10 40 207 
 10 41 198 
 10 42 196 
 10 43 200 
 10 44 203 
 10 45 202 
 10 46 210 
 10 47 208 
 10 48 204 
 10 49 194 
 10 50 204 
 10 51 197 
 10 52 209 
 10 53 206 
 10 54 201 
 10 55 206 
 10 56 207 
 10 57 205 
 10 58 199 
 10 59 199 
 10 60 204 
 10 61 210 
 10 62 203 
 10 63 204 
 10 64 198 
 10 65 192 
 10 66 201 
 10 67 200 
 10 68 208 
 10 69 194 
 10 70 202 
 10 71 207 
 10 72 195 
 10 73 205 
 10 74 195 
 10 75 205 
 10 76 192 
 10 77 205 
 10 78 199 
 10 79 189 
 10 80 206 
 11 12 306 
 11 13 297 
 11 14 299 
 11 15 296 
 11 16 296 
 11 17 302 
 11 18 300 
 11 19 296 
 11 20 302 
 11 21 205 
 11 22 201 
 11 23 195 
 11 24 191 
 11 25 197 
 11 26 190 
 11 27 204 
 11 28 190 
 11 29 192 
 11 30 195 
 11 31 200 
 11 32 196 
 11 33 196 
 11 34 199 
 11 35 201 
 11 36 206 
 11 37 195 
 11 38 194 
 11 39 202 
 11 40 198 
 11 41 193 
 11 42 194 
 11 43 198 
 11 44 208 
 11 45 205 
 11 46 202 
 11 47 192 
 11 48 204 
 11 49 204 
 11 50 204 
 11 51 205 
 11 52 196 
 11 53 191 
 11 54 200 
 11 55 202 
 11 56 202 
 11 57 189 
 11 58 199 
 11 59 192 
 11 60 204 
 11 61 194 
 11 62 193 
 11 63 205 
 11 64 201 
 11 65 209 
 11 66 197 
 11 67 211 
 11 68 201 
 11 69 200 
 11 70 196 
 11 71 204 
 11 72 203 
 11 73 198 
 11 74 201 
 11 75 193 
 11 76 202 
 11 77 202 
 11 78 195 
 11 79 197 
 11 80 210 
 12 13 299 
 12 14 296 
 12 15 297 
 12 16 302 
 12 17 307 
 12 18 299 
 12 19 301 
 12 20 303 
 12 21 209 
 12 22 202 
 12 23 208 
 12 24 196 
 12 25 207 
 12 26 203 
 12 27 203 
 12 28 197 
 12 29 202 
 12 30 205 
 12 31 191 
 12 32 202 
 12 33 206 
 12 34 203 
 12 35 197 
 12 36 196 
 12 37 198 
 12 38 204 
 12 39 200 
 12 40 200 
 12 41 201 
 12 42 201 
 12 43 201 
 12 44 203 
 12 45 205 
 12 46 200 
 12 47 197 
 12 48 202 
 12 49 191 
 12 50 197 
 12 51 202 
 12 52 199 
 12 53 197 
 12 54 207 
 12 55 210 
 12 56 201 
 12 57 199 
 12 58 202 
 12 59 204 
 12 60 200 
 12 61 197 
 12 62 199 
 12 63 198 
 12 64 206 
 12 65 198 
 12 66 190 
 12 67 204 
 12 68 198 
 12 69 197 
 12 70 208 
 12 71 194 
 12 72 202 
 12 73 207 
 12 74 201 
 12 75 201 
 12 76 191 
 12 77 199 
 12 78 200 
 12 79 204 
 12 80 198 
 13 14 292 
 13 15 304 
 13 16 306 
 13 17 309 
 13 18 303 
 13 19 300 
 13 20 291 
 13 21 194 
 13 22 200 
 13 23 205 
 13 24 198 
 13 25 199 
 13 26 203 
 13 27 207 
 13 28 203 
 13 29 202 
 13 30 205 
 13 31 201 
 13 32 199 
 13 33 197 
 13 34 199 
 13 35 212 
 13 36 199 
 13 37 199 
 13 38 203 
 13 39 189 
 13 40 193 
 13 41 199 
 13 42 207 
 13 43 202 
 13 44 198 
 13 45 201 
 13 46 203 
 13 47 200 
 13 48 205 
 13 49 209 
 13 50 198 
 13 51 203 
 13 52 196 
 13 53 198 
 13 54 197 
 13 55 194 
 13 56 188 
 13 57 202 
 13 58 196 
 13 59 199 
 13 60 199 
 13 61 197 
 13 62 206 
 13 63 202 
 13 64 197 
 13 65 202 
 13 66 199 
 13 67 205 
 13 68 200 
 13 69 199 
 13 70 200 
 13 71 203 
 13 72 205 
 13 73 197 
 13 74 191 
 13 75 198 
 13 76 193 
 13 77 204 
 13 78 206 
 13 79 203 
 13 80 196 
 14 15 303 
 14 16 306 
 14 17 287 
 14 18 296 
 14 19 303 
 14 20 303 
 14 21 202 
 14 22 202 
 14 23 191 
 14 24 196 
 14 25 200 
 14 26 202 
 14 27 200 
 14 28 191 
 14 29 210 
 14 30 206 
 14 31 205 
 14 32 203 
 14 33 198 
 14 34 206 
 14 35 197 
 14 36 197 
 14 37 195 
 14 38 205 
 14 39 208 
 14 40 204 
 14 41 205 
 14 42 200 
 14 43 206 
 14 44 200 
 14 45 199 
 14 46 194 
 14 47 203 
 14 48 193 
 14 49 199 
 14 50 197 
 14 51 198 
 14 52 213 
 14 53 200 
 14 54 204 
 14 55 191 
 14 56 199 
 14 57 198 
 14 58 193 
 14 59 190 
 14 60 201 
 14 61 193 
 14 62 193 
 14 63 190 
 14 64 201 
 14 65 200 
 14 66 198 
 14 67 194 
 14 68 205 
 14 69 203 
 14 70 201 
 14 71 205 
 14 72 196 
 14 73 203 
 14 74 199 
 14 75 207 
 14 76 196 
 14 77 194 
 14 78 205 
 14 79 192 
 14 80 200 
 15 16 292 
 15 17 299 
 15 18 301 
 15 19 298 
 15 20 294 
 15 21 201 
 15 22 202 
 15 23 192 
 15 24 204 
 15 25 196 
 15 26 194 
 15 27 204 
 15 28 197 
 15 29 192 
 15 30 201 
 15 31 200 
 15 32 198 
 15 33 210 
 15 34 198 
 15 35 201 
 15 36 201 
 15 37 196 
 15 38 208 
 15 39 199 
 15 40 198 
 15 41 201 
 15 42 191 
 15 43 200 
 15 44 207 
 15 45 196 
 15 46 196 
 15 47 199 
 15 48 197 
 15 49 204 
 15 50 195 
 15 51 198 
 15 52 199 
 15 53 200 
 15 54 196 
 15 55 201 
 15 56 196 
 15 57 202 
 15 58 202 
 15 59 196 
 15 60 192 
 15 61 190 
 15 62 198 
 15 63 205 
 15 64 199 
 15 65 199 
 15 66 202 
 15 67 193 
 15 68 202 
 15 69 204 
 15 70 200 
 15 71 202 
 15 72 200 
 15 73 200 
 15 74 199 
 15 75 197 
 15 76 203 
 15 77 201 
 15 78 192 
 15 79 202 
 15 80 195 
 16 17 304 
 16 18 297 
 16 19 294 
 16 20 300 
 16 21 199 
 16 22 205 
 16 23 195 
 16 24 196 
 16 25 197 
 16 26 198 
 16 27 199 
 16 28 204 
 16 29 196 
 16 30 194 
 16 31 200 
 16 32 199 
 16 33 197 
 16 34 198 
 16 35 196 
 16 36 191 
 16 37 197 
 16 38 198 
 16 39 201 
 16 40 205 
 16 41 197 
 16 42 198 
 16 43 205 
 16 44 196 
 16 45 197 
 16 46 198 
 16 47 191 
 16 48 201 
 16 49 202 
 16 50 192 
 16 51 194 
 16 52 194 
 16 53 201 
 16 54 204 
 16 55 188 
 16 56 198 
 16 57 200 
 16 58 193 
 16 59 196 
 16 60 196 
 16 61 197 
 16 62 201 
 16 63 203 
 16 64 193 
 16 65 199 
 16 66 201 
 16 67 198 
 16 68 203 
 16 69 199 
 16 70 201 
 16 71 198 
 16 72 209 
 16 73 204 
 16 74 197 
 16 75 197 
 16 76 210 
 16 77 194 
 16 78 204 
 16 79 188 
 16 80 181 
 17 18 301 
 17 19 299 
 17 20 298 
 17 21 199 
 17 22 201 
 17 23 200 
 17 24 198 
 17 25 202 
 17 26 203 
 17 27 201 
 17 28 197 
 17 29 199 
 17 30 194 
 17 31 201 
 17 32 204 
 17 33 200 
 17 34 206 
 17 35 205 
 17 36 209 
 17 37 195 
 17 38 200 
 17 39 202 
 17 40 207 
 17 41 202 
 17 42 197 
 17 43 200 
 17 44 201 
 17 45 203 
 17 46 203 
 17 47 199 
 17 48 194 
 17 49 203 
 17 50 194 
 17 51 207 
 17 52 201 
 17 53 203 
 17 54 201 
 17 55 199 
 17 56 194 
 17 57 207 
 17 58 203 
 17 59 194 
 17 60 202 
 17 61 198 
 17 62 187 
 17 63 199 
 17 64 203 
 17 65 203 
 17 66 197 
 17 67 207 
 17 68 204 
 17 69 197 
 17 70 206 
 17 71 196 
 17 72 208 
 17 73 197 
 17 74 198 
 17 75 200 
 17 76 201 
 17 77 194 
 17 78 201 
 17 79 194 
 17 80 191 
 18 19 295 
 18 20 298 
 18 21 201 
 18 22 193 
 18 23 198 
 18 24 199 
 18 25 206 
 18 26 196 
 18 27 194 
 18 28 199 
 18 29 204 
 18 30 201 
 18 31 204 
 18 32 202 
 18 33 193 
 18 34 204 
 18 35 200 
 18 36 197 
 18 37 203 
 18 38 196 
 18 39 202 
 18 40 202 
 18 41 191 
 18 42 201 
 18 43 197 
 18 44 194 
 18 45 196 
 18 46 193 
 18 47 202 
 18 48 209 
 18 49 202 
 18 50 198 
 18 51 191 
 18 52 197 
 18 53 205 
 18 54 198 
 18 55 202 
 18 56 200 
 18 57 195 
 18 58 196 
 18 59 200 
 18 60 206 
 18 61 190 
 18 62 213 
 18 63 193 
 18 64 197 
 18 65 198 
 18 66 193 
 18 67 200 
 18 68 201 
 18 69 205 
 18 70 189 
 18 71 200 
 18 72 200 
 18 73 206 
 18 74 198 
 18 75 197 
 18 76 194 
 18 77 195 
 18 78 201 
 18 79 205 
 18 80 192 
 19 20 299 
 19 21 195 
 19 22 199 
 19 23 194 
 19 24 200 
 19 25 193 
 19 26 200 
 19 27 203 
 19 28 194 
 19 29 204 
 19 30 202 
 19 31 195 
 19 32 194 
 19 33 208 
 19 34 203 
 19 35 194 
 19 36 201 
 19 37 202 
 19 38 198 
 19 39 204 
 19 40 204 
 19 41 197 
 19 42 198 
 19 43 197 
 19 44 206 
 19 45 200 
 19 46 202 
 19 47 202 
 19 48 209 
 19 49 196 
 19 50 199 
 19 51 206 
 19 52 205 
 19 53 200 
 19 54 206 
 19 55 203 
 19 56 195 
 19 57 202 
 19 58 200 
 19 59 208 
 19 60 198 
 19 61 190 
 19 62 189 
 19 63 205 
 19 64 194 
 19 65 199 
 19 66 196 
 19 67 196 
 19 68 195 
 19 69 205 
 19 70 191 
 19 71 197 
 19 72 197 
 19 73 204 
 19 74 209 
 19 75 204 
 19 76 203 
 19 77 202 
 19 78 200 
 19 79 204 
 19 80 200 
 20 21 205 
 20 22 188 
 20 23 208 
 20 24 196 
 20 25 200 
 20 26 190 
 20 27 204 
 20 28 207 
 20 29 203 
 20 30 199 
 20 31 203 
 20 32 195 
 20 33 209 
 20 34 201 
 20 35 206 
 20 36 210 
 20 37 201 
 20 38 197 
 20 39 205 
 20 40 201 
 20 41 210 
 20 42 193 
 20 43 199 
 20 44 202 
 20 45 198 
 20 46 207 
 20 47 195 
 20 48 206 
 20 49 192 
 20 50 204 
 20 51 197 
 20 52 206 
 20 53 197 
 20 54 198 
 20 55 199 
 20 56 205 
 20 57 193 
 20 58 198 
 20 59 197 
 20 60 197 
 20 61 200 
 20 62 204 
 20 63 190 
 20 64 179 
 20 65 198 
 20 66 197 
 20 67 205 
 20 68 195 
 20 69 195 
 20 70 202 
 20 71 216 
 20 72 200 
 20 73 201 
 20 74 204 
 20 75 196 
 20 76 195 
 20 77 197 
 20 78 200 
 20 79 197 
 20 80 197 
 21 22 96 
 21 23 101 
 21 24 91 
 21 25 99 
 21 26 105 
 21 27 90 
 21 28 102 
 21 29 104 
 21 30 99 
 21 31 99 
 21 32 92 
 21 33 104 
 21 34 106 
 21 35 100 
 21 36 95 
 21 37 104 
 21 38 97 
 21 39 96 
 21 40 93 
 21 41 93 
 21 42 99 
 21 43 103 
 21 44 104 
 21 45 96 
 21 46 106 
 21 47 99 
 21 48 98 
 21 49 101 
 21 50 97 
 21 51 108 
 21 52 98 
 21 53 102 
 21 54 95 
 21 55 98 
 21 56 103 
 21 57 97 
 21 58 101 
 21 59 105 
 21 60 102 
 21 61 96 
 21 62 105 
 21 63 96 
 21 64 96 
 21 65 99 
 21 66 100 
 21 67 105 
 21 68 96 
 21 69 97 
 21 70 102 
 21 71 94 
 21 72 90 
 21 73 108 
 21 74 101 
 21 75 105 
 21 76 103 
 21 77 95 
 21 78 103 
 21 79 91 
 21 80 100 
 22 23 105 
 22 24 99 
 22 25 98 
 22 26 108 
 22 27 105 
 22 28 104 
 22 29 101 
 22 30 94 
 22 31 99 
 22 32 104 
 22 33 101 
 22 34 103 
 22 35 102 
 22 36 97 
 22 37 98 
 22 38 101 
 22 39 100 
 22 40 97 
 22 41 103 
 22 42 94 
 22 43 106 
 22 44 103 
 22 45 105 
 22 46 109 
 22 47 100 
 22 48 98 
 22 49 92 
 22 50 100 
 22 51 100 
 22 52 99 
 22 53 110 
 22 54 98 
 22 55 90 
 22 56 103 
 22 57 101 
 22 58 105 
 22 59 97 
 22 60 99 
 22 61 99 
 22 62 107 
 22 63 103 
 22 64 99 
 22 65 110 
 22 66 103 
 22 67 96 
 22 68 96 
 22 69 102 
 22 70 102 
 22 71 94 
 22 72 92 
 22 73 93 
 22 74 103 
 22 75 103 
 22 76 102 
 22 77 107 
 22 78 106 
 22 79 105 
 22 80 95 
 23 24 90 
 23 25 94 
 23 26 96 
 23 27 106 
 23 28 96 
 23 29 107 
 23 30 98 
 23 31 99 
 23 32 102 
 23 33 103 
 23 34 99 
 23 35 97 
 23 36 99 
 23 37 97 
 23 38 93 
 23 39 99 
 23 40 97 
 23 41 106 
 23 42 103 
 23 43 99 
 23 44 101 
 23 45 98 
 23 46 105 
 23 47 96 
 23 48 96 
 23 49 91 
 23 50 97 
 23 51 98 
 23 52 104 
 23 53 99 
 23 54 92 
 23 55 101 
 23 56 98 
 23 57 103 
 23 58 89 
 23 59 97 
 23 60 98 
 23 61 100 
 23 62 97 
 23 63 95 
 23 64 106 
 23 65 101 
 23 66 102 
 23 67 97 
 23 68 107 
 23 69 101 
 23 70 97 
 23 71 111 
 23 72 99 
 23 73 106 
 23 74 95 
 23 75 91 
 23 76 96 
 23 77 105 
 23 78 102 
 23 79 93 
 23 80 102 
 24 25 104 
 24 26 100 
 24 27 96 
 24 28 90 
 24 29 95 
 24 30 104 
 24 31 102 
 24 32 101 
 24 33 102 
 24 34 113 
 24 35 110 
 24 36 105 
 24 37 112 
 24 38 102 
 24 39 100 
 24 40 97 
 24 41 104 
 24 42 104 
 24 43 108 
 24 44 102 
 24 45 99 
 24 46 105 
 24 47 91 
 24 48 101 
 24 49 103 
 24 50 103 
 24 51 92 
 24 52 102 
 24 53 110 
 24 54 100 
 24 55 92 
 24 56 98 
 24 57 102 
 24 58 96 
 24 59 100 
 24 60 94 
 24 61 94 
 24 62 95 
 24 63 95 
 24 64 99 
 24 65 105 
 24 66 101 
 24 67 97 
 24 68 97 
 24 69 104 
 24 70 109 
 24 71 101 
 24 72 104 
 24 73 95 
 24 74 96 
 24 75 93 
 24 76 93 
 24 77 102 
 24 78 98 
 24 79 102 
 24 80 94 
 25 26 93 
 25 27 104 
 25 28 98 
 25 29 103 
 25 30 104 
 25 31 100 
 25 32 106 
 25 33 95 
 25 34 101 
 25 35 101 
 25 36 97 
 25 37 103 
 25 38 95 
 25 39 102 
 25 40 90 
 25 41 95 
 25 42 97 
 25 43 98 
 25 44 100 
 25 45 98 
 25 46 103 
 25 47 106 
 25 48 97 
 25 49 103 
 25 50 107 
 25 51 112 
 25 52 92 
 25 53 97 
 25 54 98 
 25 55 104 
 25 56 94 
 25 57 97 
 25 58 92 
 25 59 102 
 25 60 101 
 25 61 96 
 25 62 95 
 25 63 95 
 25 64 103 
 25 65 93 
 25 66 96 
 25 67 103 
 25 68 104 
 25 69 99 
 25 70 102 
 25 71 96 
 25 72 100 
 25 73 102 
 25 74 89 
 25 75 94 
 25 76 104 
 25 77 103 
 25 78 96 
 25 79 102 
 25 80 103 
 26 27 101 
 26 28 98 
 26 29 91 
 26 30 105 
 26 31 104 
 26 32 98 
 26 33 108 
 26 34 89 
 26 35 100 
 26 36 98 
 26 37 96 
 26 38 94 
 26 39 97 
 26 40 96 
 26 41 97 
 26 42 96 
 26 43 101 
 26 44 104 
 26 45 93 
 26 46 98 
 26 47 108 
 26 48 94 
 26 49 95 
 26 50 103 
 26 51 97 
 26 52 86 
 26 53 105 
 26 54 104 
 26 55 98 
 26 56 100 
 26 57 105 
 26 58 96 
 26 59 97 
 26 60 93 
 26 61 102 
 26 62 100 
 26 63 105 
 26 64 98 
 26 65 109 
 26 66 99 
 26 67 101 
 26 68 100 
 26 69 101 
 26 70 103 
 26 71 85 
 26 72 108 
 26 73 104 
 26 74 94 
 26 75 101 
 26 76 94 
 26 77 93 
 26 78 101 
 26 79 88 
 26 80 105 
 27 28 96 
 27 29 89 
 27 30 95 
 27 31 100 
 27 32 96 
 27 33 102 
 27 34 100 
 27 35 102 
 27 36 103 
 27 37 97 
 27 38 107 
 27 39 102 
 27 40 94 
 27 41 109 
 27 42 96 
 27 43 92 
 27 44 101 
 27 45 102 
 27 46 104 
 27 47 97 
 27 48 98 
 27 49 99 
 27 50 105 
 27 51 102 
 27 52 111 
 27 53 95 
 27 54 99 
 27 55 100 
 27 56 100 
 27 57 101 
 27 58 106 
 27 59 105 
 27 60 103 
 27 61 98 
 27 62 115 
 27 63 101 
 27 64 103 
 27 65 91 
 27 66 95 
 27 67 103 
 27 68 100 
 27 69 99 
 27 70 101 
 27 71 94 
 27 72 98 
 27 73 104 
 27 74 99 
 27 75 101 
 27 76 102 
 27 77 93 
 27 78 106 
 27 79 96 
 27 80 99 
 28 29 112 
 28 30 99 
 28 31 89 
 28 32 102 
 28 33 111 
 28 34 95 
 28 35 102 
 28 36 96 
 28 37 95 
 28 38 97 
 28 39 105 
 28 40 103 
 28 41 105 
 28 42 102 
 28 43 105 
 28 44 95 
 28 45 103 
 28 46 99 
 28 47 104 
 28 48 109 
 28 49 95 
 28 50 105 
 28 51 95 
 28 52 106 
 28 53 96 
 28 54 105 
 28 55 105 
 28 56 95 
 28 57 92 
 28 58 98 
 28 59 101 
 28 60 107 
 28 61 99 
 28 62 97 
 28 63 96 
 28 64 101 
 28 65 98 
 28 66 96 
 28 67 102 
 28 68 101 
 28 69 103 
 28 70 104 
 28 71 96 
 28 72 97 
 28 73 103 
 28 74 98 
 28 75 94 
 28 76 93 
 28 77 100 
 28 78 99 
 28 79 91 
 28 80 107 
 29 30 107 
 29 31 98 
 29 32 104 
 29 33 111 
 29 34 103 
 29 35 99 
 29 36 111 
 29 37 102 
 29 38 99 
 29 39 99 
 29 40 97 
 29 41 100 
 29 42 105 
 29 43 99 
 29 44 102 
 29 45 98 
 29 46 101 
 29 47 96 
 29 48 102 
 29 49 99 
 29 50 106 
 29 51 106 
 29 52 93 
 29 53 100 
 29 54 104 
 29 55 99 
 29 56 99 
 29 57 103 
 29 58 106 
 29 59 104 
 29 60 105 
 29 61 100 
 29 62 100 
 29 63 101 
 29 64 97 
 29 65 94 
 29 66 92 
 29 67 103 
 29 68 97 
 29 69 96 
 29 70 107 
 29 71 106 
 29 72 104 
 29 73 93 
 29 74 101 
 29 75 104 
 29 76 111 
 29 77 92 
 29 78 90 
 29 79 97 
 29 80 92 
 30 31 95 
 30 32 98 
 30 33 95 
 30 34 110 
 30 35 101 
 30 36 101 
 30 37 102 
 30 38 94 
 30 39 96 
 30 40 104 
 30 41 91 
 30 42 107 
 30 43 100 
 30 44 112 
 30 45 102 
 30 46 101 
 30 47 95 
 30 48 95 
 30 49 90 
 30 50 103 
 30 51 101 
 30 52 106 
 30 53 107 
 30 54 101 
 30 55 101 
 30 56 106 
 30 57 101 
 30 58 102 
 30 59 100 
 30 60 91 
 30 61 104 
 30 62 92 
 30 63 101 
 30 64 95 
 30 65 91 
 30 66 99 
 30 67 95 
 30 68 99 
 30 69 106 
 30 70 99 
 30 71 107 
 30 72 97 
 30 73 103 
 30 74 104 
 30 75 105 
 30 76 97 
 30 77 102 
 30 78 99 
 30 79 91 
 30 80 98 
 31 32 104 
